Date,EUR,GBP,HKD,HUF,ILS,INR,JPY,KRW,MXN,NOK,NZD,PLN,RON,RUB,SEK,SGD,THB,TRY
20/03/2020,0.93397,0.85017,7.7572,327.74,3.6129,75.147,110.55,1247.45,23.99,11.3211,1.7298,4.2323,4.5302,79.481,10.3295,1.4491,32.55,6.5197
21/03/2020,0.93397,0.85017,7.7572,327.74,3.6129,75.147,110.55,1247.45,23.99,11.3211,1.7298,4.2323,4.5302,79.481,10.3295,1.4491,32.55,6.5197
22/03/2020,0.93397,0.85017,7.7572,327.74,3.6129,75.147,110.55,1247.45,23.99,11.3211,1.7298,4.2323,4.5302,79.481,10.3295,1.4491,32.55,6.5197
23/03/2020,0.92739,0.86219,7.7558,326.75,3.6699,76.166,110.46,1256.7,24.681,11.3668,1.7564,4.2712,4.4961,79.829,10.2676,1.4602,32.865,6.5859
24/03/2020,0.92225,0.8494,7.755,325.62,3.6317,75.957,110.66,1241.95,24.836,11.0435,1.7224,4.2558,4.4597,78.539,10.2267,1.4472,32.77,6.4659
25/03/2020,0.92362,0.84514,7.7529,327.86,3.6401,76.383,111.45,1232.86,24.541,10.8751,1.7068,4.2317,4.4746,78.323,10.1264,1.4456,32.78,6.435
26/03/2020,0.91066,0.83187,7.753,323.28,3.6049,75.157,109.44,1217.07,23.745,10.4975,1.6875,4.1661,4.4017,77.689,10.0237,1.4351,32.635,6.4117
27/03/2020,0.911,0.81755,7.7521,324,3.5905,75.494,108.74,1226.48,23.534,10.6184,1.6897,4.1274,4.4069,78.692,10.0353,1.4359,32.585,6.4621
28/03/2020,0.911,0.81755,7.7521,324,3.5905,75.494,108.74,1226.48,23.534,10.6184,1.6897,4.1274,4.4069,78.692,10.0353,1.4359,32.585,6.4621
29/03/2020,0.911,0.81755,7.7521,324,3.5905,75.494,108.74,1226.48,23.534,10.6184,1.6897,4.1274,4.4069,78.692,10.0353,1.4359,32.585,6.4621
30/03/2020,0.90629,0.80569,7.7541,325.1,3.5838,75.675,108.16,1224.87,23.786,10.5934,1.668,4.1244,4.3754,79.88,10.0032,1.4258,32.7,6.5683
31/03/2020,0.91274,0.80908,7.7533,328.61,3.5613,75.666,108.53,1224.01,23.893,10.5057,1.681,4.1535,4.407,78.45,10.0961,1.4269,32.79,6.5775
01/04/2020,0.91441,0.80889,7.7525,337.75,3.5676,76.445,107.49,1231.24,24.15,10.304,1.696,4.1894,4.4203,79.078,10.0007,1.4346,33.02,6.6683
02/04/2020,0.91693,0.80449,7.7522,333.51,3.6473,76.407,107.34,1228.57,24.299,10.3012,1.6853,4.1901,4.4306,78.709,10.0188,1.432,32.974,6.6628
03/04/2020,0.92721,0.81456,7.7538,338.57,3.6409,76.236,108.58,1235.81,24.615,10.443,1.7082,4.2434,4.4791,76.783,10.1548,1.4362,33.01,6.7034
04/04/2020,0.92721,0.81456,7.7538,338.57,3.6409,76.236,108.58,1235.81,24.615,10.443,1.7082,4.2434,4.4791,76.783,10.1548,1.4362,33.01,6.7034
05/04/2020,0.92721,0.81456,7.7538,338.57,3.6409,76.236,108.58,1235.81,24.615,10.443,1.7082,4.2434,4.4791,76.783,10.1548,1.4362,33.01,6.7034
06/04/2020,0.9267,0.81364,7.7519,338.47,3.6275,76.091,108.92,1228.84,25.104,10.5528,1.6866,4.2297,4.4792,76.434,10.174,1.4345,32.86,6.7775
07/04/2020,0.9187,0.80931,7.752,328.54,3.5993,75.563,108.91,1212.12,24.269,10.1925,1.6684,4.1668,4.4387,75.857,9.9943,1.4241,32.765,6.7581
08/04/2020,0.91988,0.80901,7.7525,330.55,3.5925,76.23,108.88,1218.25,24.227,10.2971,1.6736,4.1801,4.449,75.522,10.0621,1.4274,32.76,6.7885
09/04/2020,0.92022,0.80579,7.7537,326.46,3.5814,76.314,108.89,1216.98,23.955,10.3196,1.6682,4.1949,4.4474,74.252,10.0722,1.4244,32.82,6.739
10/04/2020,0.92022,0.80579,7.7537,326.46,3.5814,76.314,108.89,1216.98,23.955,10.3196,1.6682,4.1949,4.4474,74.252,10.0722,1.4244,32.82,6.739
11/04/2020,0.92022,0.80579,7.7537,326.46,3.5814,76.314,108.89,1216.98,23.955,10.3196,1.6682,4.1949,4.4474,74.252,10.0722,1.4244,32.82,6.739
12/04/2020,0.92022,0.80579,7.7537,326.46,3.5814,76.314,108.89,1216.98,23.955,10.3196,1.6682,4.1949,4.4474,74.252,10.0722,1.4244,32.82,6.739
13/04/2020,0.92022,0.80579,7.7537,326.46,3.5814,76.314,108.89,1216.98,23.955,10.3196,1.6682,4.1949,4.4474,74.252,10.0722,1.4244,32.82,6.739
14/04/2020,0.91216,0.79589,7.7511,319.89,3.583,76.156,107.32,1215.48,23.577,10.3182,1.6426,4.1479,4.4097,73.328,9.9569,1.4158,32.71,6.793
15/04/2020,0.91718,0.80148,7.7514,321.29,3.6148,76.502,107.42,1220.34,23.92,10.502,1.6714,4.1622,4.4371,74.475,10.0269,1.4247,32.68,6.8874
16/04/2020,0.91844,0.80054,7.7508,321.05,3.5895,76.874,107.57,1225.67,24.15,10.4836,1.6725,4.1594,4.4428,74.045,10.0014,1.4272,32.66,6.9348
17/04/2020,0.92081,0.8009,7.7506,323.95,3.5901,76.483,107.61,1216.88,24.027,10.3909,1.6614,4.1607,4.4527,73.996,9.9952,1.4224,32.53,6.9043
18/04/2020,0.92081,0.8009,7.7506,323.95,3.5901,76.483,107.61,1216.88,24.027,10.3909,1.6614,4.1607,4.4527,73.996,9.9952,1.4224,32.53,6.9043
19/04/2020,0.92081,0.8009,7.7506,323.95,3.5901,76.483,107.61,1216.88,24.027,10.3909,1.6614,4.1607,4.4527,73.996,9.9952,1.4224,32.53,6.9043
20/04/2020,0.92081,0.80426,7.7503,326.49,3.5712,76.556,107.84,1218.71,24.041,10.3773,1.654,4.1687,4.4546,74.558,10.0021,1.4231,32.49,6.9263
21/04/2020,0.92276,0.81314,7.75,327.6,3.5547,76.94,107.4,1232.2,24.357,10.5973,1.6777,4.1793,4.4637,76.857,10.1082,1.4312,32.545,6.9815
22/04/2020,0.92022,0.80905,7.7501,326.78,3.5428,76.534,107.67,1232.78,24.285,10.7458,1.6748,4.1731,4.453,76.562,10.0693,1.4271,32.37,6.9944
23/04/2020,0.92833,0.80951,7.7506,331.89,3.5469,76.068,107.45,1231.71,24.454,10.6911,1.6661,4.2127,4.4955,74.833,10.108,1.4232,32.32,6.9428
24/04/2020,0.92593,0.81017,7.7506,328.88,3.5171,76.269,107.61,1233.88,24.845,10.6282,1.6658,4.193,4.4832,74.444,10.0669,1.4256,32.435,6.9782
25/04/2020,0.92593,0.81017,7.7506,328.88,3.5171,76.269,107.61,1233.88,24.845,10.6282,1.6658,4.193,4.4832,74.444,10.0669,1.4256,32.435,6.9782
26/04/2020,0.92593,0.81017,7.7506,328.88,3.5171,76.269,107.61,1233.88,24.845,10.6282,1.6658,4.193,4.4832,74.444,10.0669,1.4256,32.435,6.9782
27/04/2020,0.92149,0.80412,7.7501,326.73,3.5117,76.133,107.1,1224.49,24.902,10.5522,1.6488,4.1731,4.4572,74.171,10.021,1.4183,32.47,6.9826
28/04/2020,0.91937,0.80057,7.7504,327.24,3.501,75.867,106.7,1218.9,24.388,10.3689,1.6508,4.1802,4.4539,74.184,9.8814,1.4165,32.435,6.9978
29/04/2020,0.92234,0.80592,7.7503,327.94,3.5102,75.65,106.55,1218.95,24.122,10.3973,1.6446,4.1913,4.4673,73.622,9.9002,1.4152,32.42,6.9883
30/04/2020,0.91946,0.79905,7.751,324.31,3.5003,75.037,106.54,1207.33,23.717,10.2832,1.6279,4.1684,4.453,73.457,9.805,1.409,32.38,6.9859
01/05/2020,0.91946,0.79905,7.751,324.31,3.5003,75.037,106.54,1207.33,23.717,10.2832,1.6279,4.1684,4.453,73.457,9.805,1.409,32.38,6.9859
02/05/2020,0.91946,0.79905,7.751,324.31,3.5003,75.037,106.54,1207.33,23.717,10.2832,1.6279,4.1684,4.453,73.457,9.805,1.409,32.38,6.9859
03/05/2020,0.91946,0.79905,7.751,324.31,3.5003,75.037,106.54,1207.33,23.717,10.2832,1.6279,4.1684,4.453,73.457,9.805,1.409,32.38,6.9859
04/05/2020,0.91391,0.80331,7.7534,322.86,3.526,75.663,106.78,1224.64,24.571,10.3528,1.6526,4.1736,4.4204,75.251,9.8806,1.4161,32.35,7.0309
05/05/2020,0.92225,0.80291,7.7522,323.04,3.5224,75.754,106.71,1221.81,23.873,10.3043,1.6518,4.1793,4.4508,74.214,9.8663,1.4165,32.395,7.089
06/05/2020,0.92533,0.80737,7.7508,323.48,3.5083,75.858,106.09,1224.65,24.103,10.2619,1.6507,4.2004,4.4631,74.748,9.8342,1.419,32.39,7.1415
07/05/2020,0.92739,0.81126,7.7511,323.99,3.513,75.832,106.57,1224.32,24.175,10.2388,1.6526,4.2165,4.4732,73.801,9.8488,1.4192,32.43,7.2143
08/05/2020,0.92225,0.8073,7.7517,322.22,3.5074,75.588,106.37,1219.6,23.888,10.2089,1.6294,4.1946,4.4526,73.631,9.7644,1.4134,32.24,7.1246
09/05/2020,0.92225,0.8073,7.7517,322.22,3.5074,75.588,106.37,1219.6,23.888,10.2089,1.6294,4.1946,4.4526,73.631,9.7644,1.4134,32.24,7.1246
10/05/2020,0.92225,0.8073,7.7517,322.22,3.5074,75.588,106.37,1219.6,23.888,10.2089,1.6294,4.1946,4.4526,73.631,9.7644,1.4134,32.24,7.1246
11/05/2020,0.92387,0.81185,7.7506,323.21,3.5174,75.85,107.32,1224.66,23.947,10.2051,1.6452,4.212,4.4626,73.631,9.7929,1.4168,32.185,7.0765
12/05/2020,0.92098,0.80837,7.7504,323.03,3.5062,75.143,107.35,1221.38,23.784,10.1785,1.634,4.1858,4.4484,73.141,9.7594,1.4143,32.1,6.9975
13/05/2020,0.91954,0.81145,7.7504,325.13,3.5117,75.292,106.92,1223.98,24.12,10.0579,1.6536,4.1964,4.4463,73.185,9.7327,1.4143,32.04,6.9757
14/05/2020,0.92661,0.82001,7.7508,328.63,3.5405,75.602,107.01,1231.63,24.321,10.2481,1.6742,4.2315,4.4825,74.138,9.8608,1.4246,32.13,6.9643
15/05/2020,0.9261,0.8218,7.7508,328.49,3.5357,75.931,106.99,1234.12,23.983,10.2397,1.6804,4.2276,4.4823,73.737,9.881,1.4259,32.095,6.9169
16/05/2020,0.9261,0.8218,7.7508,328.49,3.5357,75.931,106.99,1234.12,23.983,10.2397,1.6804,4.2276,4.4823,73.737,9.881,1.4259,32.095,6.9169
17/05/2020,0.9261,0.8218,7.7508,328.49,3.5357,75.931,106.99,1234.12,23.983,10.2397,1.6804,4.2276,4.4823,73.737,9.881,1.4259,32.095,6.9169
18/05/2020,0.92319,0.82305,7.7515,326.25,3.5378,75.831,107.38,1230.08,23.665,10.124,1.6706,4.2094,4.4671,72.847,9.7953,1.4241,32.02,6.8571
19/05/2020,0.91324,0.81767,7.7507,319.95,3.5252,75.662,107.76,1224.83,23.614,9.9683,1.6442,4.1562,4.4226,72.497,9.6516,1.4167,31.915,6.7989
20/05/2020,0.91258,0.81546,7.7501,319.96,3.504,75.616,107.64,1228.06,23.4,9.9256,1.6298,4.1468,4.4187,71.728,9.6339,1.4148,31.82,6.7913
21/05/2020,0.90909,0.81766,7.7544,316.9,3.5145,75.5,107.65,1231.45,23.185,9.9118,1.6317,4.118,4.4021,70.898,9.5727,1.4146,31.81,6.7983
22/05/2020,0.91709,0.82138,7.756,320.43,3.5271,75.871,107.54,1241.3,22.969,10.0035,1.6388,4.1461,4.4419,71.455,9.6637,1.4234,31.895,6.8073
23/05/2020,0.91709,0.82138,7.756,320.43,3.5271,75.871,107.54,1241.3,22.969,10.0035,1.6388,4.1461,4.4419,71.455,9.6637,1.4234,31.895,6.8073
24/05/2020,0.91709,0.82138,7.756,320.43,3.5271,75.871,107.54,1241.3,22.969,10.0035,1.6388,4.1461,4.4419,71.455,9.6637,1.4234,31.895,6.8073
25/05/2020,0.91659,0.82049,7.7543,321.47,3.5225,75.885,107.67,1241.64,22.672,10.0236,1.6398,4.1275,4.4381,71.757,9.6691,1.4248,31.98,6.815
26/05/2020,0.91116,0.80982,7.752,318.54,3.5119,75.563,107.44,1232.1,22.15,9.9265,1.6143,4.0552,4.4137,70.842,9.6185,1.4178,31.88,6.7439
27/05/2020,0.90984,0.81517,7.7522,317.26,3.5039,75.735,107.89,1236.5,22.327,9.852,1.6121,4.0371,4.4066,71.067,9.6086,1.4183,31.895,6.7821
28/05/2020,0.90777,0.81452,7.753,317.48,3.5085,75.763,107.73,1237.98,22.293,9.8541,1.6137,4.0162,4.3968,70.746,9.5752,1.418,31.87,6.8148
29/05/2020,0.89799,0.80898,7.7539,313.16,3.508,75.521,107.12,1235.82,22.064,9.6875,1.6041,3.9956,4.3546,70.44,9.4172,1.4109,31.81,6.8338
30/05/2020,0.89799,0.80898,7.7539,313.16,3.508,75.521,107.12,1235.82,22.064,9.6875,1.6041,3.9956,4.3546,70.44,9.4172,1.4109,31.81,6.8338
31/05/2020,0.89799,0.80898,7.7539,313.16,3.508,75.521,107.12,1235.82,22.064,9.6875,1.6041,3.9956,4.3546,70.44,9.4172,1.4109,31.81,6.8338
01/06/2020,0.8996,0.8067,7.7514,310.77,3.5037,75.513,107.73,1227.46,21.997,9.7058,1.6035,3.9833,4.3574,69.664,9.413,1.4096,31.67,6.8139
02/06/2020,0.89493,0.79723,7.7509,309.35,3.4781,75.21,108.13,1221.07,21.877,9.5577,1.5822,3.9371,4.3335,68.731,9.3539,1.4022,31.565,6.7745
03/06/2020,0.89334,0.79565,7.7503,309,3.4634,75.496,108.58,1218.59,21.688,9.5388,1.5662,3.9427,4.3231,68.792,9.3432,1.3986,31.57,6.7628
04/06/2020,0.88889,0.7972,7.7501,306.58,3.4727,75.493,108.87,1216.65,21.756,9.4265,1.5564,3.9442,4.2998,69.167,9.2597,1.4007,31.59,6.7438
05/06/2020,0.88261,0.78948,7.7501,304.17,3.4574,75.578,109.24,1205.27,21.754,9.303,1.535,3.921,4.2703,68.681,9.2012,1.3923,31.465,6.7738
06/06/2020,0.88261,0.78948,7.7501,304.17,3.4574,75.578,109.24,1205.27,21.754,9.303,1.535,3.921,4.2703,68.681,9.2012,1.3923,31.465,6.7738
07/06/2020,0.88261,0.78948,7.7501,304.17,3.4574,75.578,109.24,1205.27,21.754,9.303,1.535,3.921,4.2703,68.681,9.2012,1.3923,31.465,6.7738
08/06/2020,0.88613,0.79019,7.7501,304.97,3.448,75.534,109.36,1199.11,21.553,9.2692,1.5322,3.9285,4.2852,68.282,9.2138,1.3912,31.435,6.7855
09/06/2020,0.88543,0.78909,7.7501,305.47,3.4509,75.536,108.15,1198.25,21.761,9.334,1.5384,3.937,4.2824,68.832,9.2251,1.3908,31.36,6.8053
10/06/2020,0.87912,0.78209,7.7501,301.65,3.4325,75.516,107.39,1188.72,21.825,9.2644,1.5259,3.9142,4.2505,68.701,9.196,1.3843,31.14,6.782
11/06/2020,0.88121,0.79014,7.7503,303.89,3.4529,75.837,107.08,1197.73,22.399,9.4466,1.5448,3.9416,4.2602,69.171,9.2543,1.3886,30.95,6.8198
12/06/2020,0.88464,0.79311,7.7501,306.09,3.4668,75.893,107.27,1203.51,22.51,9.5962,1.5528,3.9352,4.2766,69.68,9.2979,1.3905,30.95,6.8316
13/06/2020,0.88464,0.79311,7.7501,306.09,3.4668,75.893,107.27,1203.51,22.51,9.5962,1.5528,3.9352,4.2766,69.68,9.2979,1.3905,30.95,6.8316
14/06/2020,0.88464,0.79311,7.7501,306.09,3.4668,75.893,107.27,1203.51,22.51,9.5962,1.5528,3.9352,4.2766,69.68,9.2979,1.3905,30.95,6.8316
15/06/2020,0.88865,0.79666,7.75,308.42,3.4967,76.006,107.38,1213.97,22.581,9.6769,1.5526,3.9413,4.2953,70.072,9.3658,1.3945,31.11,6.8397
16/06/2020,0.88433,0.79033,7.7497,305.54,3.4705,76.097,107.35,1210.74,22.08,9.4967,1.5453,3.9151,4.2765,69.366,9.2975,1.3895,31.111,6.8484
17/06/2020,0.89031,0.79637,7.7501,306.71,3.4497,76.166,107.42,1212.79,22.206,9.5308,1.5487,3.959,4.3051,69.609,9.3592,1.3933,31.21,6.8565
18/06/2020,0.89111,0.80225,7.7501,308.27,3.4585,76.341,106.93,1211.25,22.512,9.5422,1.5523,3.9785,4.3123,69.69,9.4034,1.3939,31.125,6.8587
19/06/2020,0.89206,0.80736,7.751,308.15,3.4451,76.137,106.84,1207.43,22.581,9.5571,1.5525,3.9711,4.3201,69.274,9.4264,1.3937,31.012,6.8588
20/06/2020,0.89206,0.80736,7.751,308.15,3.4451,76.137,106.84,1207.43,22.581,9.5571,1.5525,3.9711,4.3201,69.274,9.4264,1.3937,31.012,6.8588
21/06/2020,0.89206,0.80736,7.751,308.15,3.4451,76.137,106.84,1207.43,22.581,9.5571,1.5525,3.9711,4.3201,69.274,9.4264,1.3937,31.012,6.8588
22/06/2020,0.89182,0.80556,7.7501,309.11,3.4489,76.037,106.92,1214.04,22.502,9.6303,1.5473,3.968,4.3184,69.455,9.411,1.3947,31,6.8518
23/06/2020,0.88355,0.80076,7.7501,309.62,3.4289,75.49,106.95,1207.38,22.31,9.4844,1.5366,3.9204,4.2797,68.693,9.2927,1.391,30.92,6.8583
24/06/2020,0.88652,0.80091,7.7501,311.68,3.4301,75.647,106.65,1202.47,22.586,9.5707,1.556,3.9433,4.2937,69.156,9.3214,1.389,30.84,6.8548
25/06/2020,0.89286,0.80476,7.7504,316.38,3.4415,75.634,107.37,1203.33,22.886,9.7096,1.5594,3.9869,4.3232,69.421,9.3629,1.3929,30.935,6.855
26/06/2020,0.89182,0.80777,7.7503,316.73,3.4308,75.644,106.96,1200.56,22.816,9.7075,1.5543,3.985,4.3187,69.455,9.3439,1.392,30.923,6.855
27/06/2020,0.89182,0.80777,7.7503,316.73,3.4308,75.644,106.96,1200.56,22.816,9.7075,1.5543,3.985,4.3187,69.455,9.3439,1.392,30.923,6.855
28/06/2020,0.89182,0.80777,7.7503,316.73,3.4308,75.644,106.96,1200.56,22.816,9.7075,1.5543,3.985,4.3187,69.455,9.3439,1.392,30.923,6.855
29/06/2020,0.88621,0.81124,7.7504,315.76,3.4336,75.496,107.29,1198.87,22.973,9.6608,1.5538,3.9582,4.2928,69.937,9.2857,1.3921,30.88,6.8549
30/06/2020,0.89302,0.81482,7.7503,318.43,3.4668,75.567,107.75,1201.85,23.171,9.7446,1.561,3.9793,4.3219,71.111,9.372,1.3974,30.92,6.8549
01/07/2020,0.89286,0.80741,7.7507,316.52,3.4557,75.554,107.42,1203.43,22.946,9.6193,1.5502,3.9806,4.3184,71.142,9.3719,1.3955,30.99,6.8551
02/07/2020,0.88605,0.79944,7.7502,311.53,3.447,74.739,107.43,1199.63,22.626,9.4695,1.5326,3.9642,4.2845,70.391,9.2712,1.3934,31.06,6.8552
03/07/2020,0.89095,0.80292,7.7501,314.1,3.4361,74.679,107.52,1199.7,22.545,9.5131,1.5328,3.9814,4.3095,71.472,9.3296,1.3947,31.11,6.8565
04/07/2020,0.89095,0.80292,7.7501,314.1,3.4361,74.679,107.52,1199.7,22.545,9.5131,1.5328,3.9814,4.3095,71.472,9.3296,1.3947,31.11,6.8565
05/07/2020,0.89095,0.80292,7.7501,314.1,3.4361,74.679,107.52,1199.7,22.545,9.5131,1.5328,3.9814,4.3095,71.472,9.3296,1.3947,31.11,6.8565
06/07/2020,0.883,0.79916,7.75,311.55,3.443,74.57,107.53,1192.5,22.182,9.3791,1.527,3.946,4.2715,71.859,9.2581,1.391,31.045,6.8647
07/07/2020,0.88574,0.79849,7.7501,313.22,3.45,74.81,107.71,1194.92,22.565,9.4267,1.5288,3.9578,4.2864,71.647,9.2609,1.3951,31.233,6.8652
08/07/2020,0.88605,0.79677,7.7501,314.98,3.4511,75.004,107.56,1195.16,22.721,9.4706,1.5273,3.9664,4.2892,71.292,9.2424,1.3951,31.235,6.865
09/07/2020,0.88168,0.79047,7.75,312.33,3.439,74.987,107.27,1194.1,22.657,9.361,1.5185,3.9371,4.268,70.57,9.1668,1.3908,31.195,6.8634
10/07/2020,0.88684,0.79434,7.7506,313.68,3.4592,75.239,106.85,1201.4,22.787,9.5036,1.5244,3.968,4.2948,71.133,9.2214,1.3926,31.32,6.8656
11/07/2020,0.88684,0.79434,7.7506,313.68,3.4592,75.239,106.85,1201.4,22.787,9.5036,1.5244,3.968,4.2948,71.133,9.2214,1.3926,31.32,6.8656
12/07/2020,0.88684,0.79434,7.7506,313.68,3.4592,75.239,106.85,1201.4,22.787,9.5036,1.5244,3.968,4.2948,71.133,9.2214,1.3926,31.32,6.8656
13/07/2020,0.88269,0.79387,7.7508,312.32,3.4448,75.223,107.16,1201.67,22.496,9.4139,1.5205,3.9507,4.276,70.748,9.1652,1.3896,31.39,6.8695
14/07/2020,0.87912,0.79805,7.7513,312.51,3.4367,75.402,107.4,1206.14,22.627,9.4163,1.5312,3.9368,4.258,71.068,9.1301,1.3931,31.58,6.8669
15/07/2020,0.87382,0.79116,7.7524,308.68,3.4292,75.122,106.82,1200.24,22.261,9.2865,1.5202,3.9049,4.2327,70.823,9.0412,1.388,31.49,6.8654
16/07/2020,0.87612,0.79617,7.7545,310.22,3.435,75.223,107.1,1203.56,22.345,9.2998,1.5279,3.9362,4.2433,71.132,9.0678,1.392,31.67,6.8617
17/07/2020,0.87504,0.79697,7.7544,309.52,3.4348,74.965,107.22,1204.54,22.412,9.275,1.5281,3.9226,4.2371,71.614,9.0418,1.3902,31.71,6.8615
18/07/2020,0.87504,0.79697,7.7544,309.52,3.4348,74.965,107.22,1204.54,22.412,9.275,1.5281,3.9226,4.2371,71.614,9.0418,1.3902,31.71,6.8615
19/07/2020,0.87504,0.79697,7.7544,309.52,3.4348,74.965,107.22,1204.54,22.412,9.275,1.5281,3.9226,4.2371,71.614,9.0418,1.3902,31.71,6.8615
20/07/2020,0.87352,0.79119,7.7519,307.97,3.4311,74.808,107.12,1202.89,22.556,9.2645,1.523,3.8952,4.2294,71.523,8.9981,1.3897,31.775,6.8578
21/07/2020,0.8739,0.78699,7.7518,306.42,3.4258,74.613,107.23,1195.46,22.364,9.1701,1.5123,3.8768,4.229,70.856,8.9478,1.3887,31.63,6.8486
22/07/2020,0.86371,0.78704,7.751,301.67,3.4221,74.529,107.05,1195.7,22.346,9.0985,1.4966,3.8252,4.1815,70.789,8.8457,1.3832,31.565,6.8491
23/07/2020,0.86438,0.78827,7.7514,300.21,3.4195,74.838,107.17,1200.89,22.446,9.1687,1.5026,3.8155,4.1797,71.372,8.872,1.3859,31.71,6.8484
24/07/2020,0.86147,0.78381,7.7514,298.91,3.4151,74.836,106.27,1203.33,22.467,9.2137,1.5081,3.7945,4.1631,71.838,8.8465,1.3855,31.72,6.8484
25/07/2020,0.86147,0.78381,7.7514,298.91,3.4151,74.836,106.27,1203.33,22.467,9.2137,1.5081,3.7945,4.1631,71.838,8.8465,1.3855,31.72,6.8484
26/07/2020,0.86147,0.78381,7.7514,298.91,3.4151,74.836,106.27,1203.33,22.467,9.2137,1.5081,3.7945,4.1631,71.838,8.8465,1.3855,31.72,6.8484
27/07/2020,0.85034,0.7767,7.7512,294.14,3.4135,74.728,105.34,1196.56,22.116,9.0717,1.497,3.7429,4.1074,71.488,8.7311,1.3789,31.505,6.8497
28/07/2020,0.85346,0.77638,7.7503,296.13,3.4156,74.857,105.27,1200.08,22.057,9.1269,1.5047,3.7598,4.1269,72.408,8.7753,1.3799,31.51,6.9372
29/07/2020,0.85288,0.77087,7.75,296.52,3.4102,74.789,105.14,1194.22,21.86,9.0894,1.5045,3.7692,4.1232,72.418,8.7736,1.3767,31.47,6.9721
30/07/2020,0.85157,0.7687,7.7502,294.3,3.4018,74.887,105.24,1195.74,22.149,9.1299,1.5096,3.7537,4.1146,73.763,8.777,1.3762,31.44,6.981
31/07/2020,0.84402,0.76007,7.7503,291.15,3.4024,74.814,104.92,1189.7,22.179,9.0583,1.4999,3.7166,4.0779,74.012,8.6795,1.3711,31.185,6.9712
01/08/2020,0.84402,0.76007,7.7503,291.15,3.4024,74.814,104.92,1189.7,22.179,9.0583,1.4999,3.7166,4.0779,74.012,8.6795,1.3711,31.185,6.9712
02/08/2020,0.84402,0.76007,7.7503,291.15,3.4024,74.814,104.92,1189.7,22.179,9.0583,1.4999,3.7166,4.0779,74.012,8.6795,1.3711,31.185,6.9712
03/08/2020,0.85281,0.76764,7.7505,294.83,3.416,75.2,106.18,1195,22.402,9.1411,1.5096,3.7695,4.1237,73.853,8.7803,1.377,31.25,6.9814
04/08/2020,0.84998,0.76783,7.75,293.01,3.4247,75.121,106.06,1195.49,22.728,9.1431,1.5136,3.7446,4.1103,73.719,8.7569,1.3765,31.116,6.969
05/08/2020,0.8436,0.76147,7.7502,290.62,3.4079,74.835,105.76,1185.88,22.534,8.9915,1.5024,3.7063,4.0784,72.861,8.6777,1.369,31.01,7.0281
06/08/2020,0.84438,0.76022,7.7502,292.35,3.4036,74.947,105.51,1186.35,22.473,8.9959,1.5054,3.7214,4.0834,73.402,8.7111,1.3709,31.1,7.2493
07/08/2020,0.84624,0.76477,7.7503,292.74,3.4066,75.002,105.7,1186.34,22.436,9.0068,1.5051,3.7303,4.0936,73.606,8.73,1.3712,31.155,7.1946
08/08/2020,0.84624,0.76477,7.7503,292.74,3.4066,75.002,105.7,1186.34,22.436,9.0068,1.5051,3.7303,4.0936,73.606,8.73,1.3712,31.155,7.1946
09/08/2020,0.84624,0.76477,7.7503,292.74,3.4066,75.002,105.7,1186.34,22.436,9.0068,1.5051,3.7303,4.0936,73.606,8.73,1.3712,31.155,7.1946
10/08/2020,0.85012,0.76643,7.7502,293.45,3.411,74.904,106.04,1187.01,22.362,9.036,1.5166,3.7423,4.1112,73.638,8.7397,1.3736,31.14,7.3157
11/08/2020,0.84868,0.76248,7.7501,292.82,3.4019,74.565,106.06,1182.88,22.323,8.967,1.5135,3.7357,4.1038,72.723,8.7274,1.371,31.06,7.2486
12/08/2020,0.84955,0.76863,7.7509,293.22,3.4068,74.802,106.97,1184.2,22.375,8.9596,1.5289,3.7408,4.1081,73.316,8.7089,1.3734,31.11,7.3124
13/08/2020,0.84509,0.76374,7.7503,291.5,3.4033,74.842,106.97,1185.01,22.342,8.886,1.5247,3.7157,4.0859,73.675,8.6832,1.3717,31.05,7.3349
14/08/2020,0.84653,0.76334,7.7504,292.99,3.4056,74.892,106.67,1186.92,22.181,8.9226,1.5298,3.7234,4.0938,73.292,8.7135,1.3721,31.11,7.3774
15/08/2020,0.84653,0.76334,7.7504,292.99,3.4056,74.892,106.67,1186.92,22.181,8.9226,1.5298,3.7234,4.0938,73.292,8.7135,1.3721,31.11,7.3774
16/08/2020,0.84653,0.76334,7.7504,292.99,3.4056,74.892,106.67,1186.92,22.181,8.9226,1.5298,3.7234,4.0938,73.292,8.7135,1.3721,31.11,7.3774
17/08/2020,0.84367,0.76457,7.7503,294.04,3.4087,74.825,106.29,1186.09,22.013,8.8686,1.5337,3.7093,4.0785,73.526,8.6989,1.3699,31.21,7.3953
18/08/2020,0.83991,0.75907,7.7502,293.84,3.4022,74.651,105.44,1184.34,22.059,8.8199,1.5218,3.6847,4.0614,73.114,8.6679,1.3649,31.12,7.3932
19/08/2020,0.83801,0.7571,7.7502,293.13,3.3999,74.851,105.37,1178.22,22.109,8.8373,1.5058,3.6824,4.0562,73.385,8.6433,1.3641,31.24,7.3565
20/08/2020,0.84388,0.76095,7.7502,295.69,3.4013,75.097,105.87,1188.37,22.254,8.9509,1.5323,3.7058,4.0836,73.949,8.7388,1.3688,31.43,7.3527
